Lambda,Generated Packets,Q1#,Q1 Avg Wait,Q1 Drop Rate,Total Avg Wait Time,Total Avg Drop Rate,
5000,1000928,1000928,0.00011206722371963591,0.006067369481121519,0.00011206722371963593,0.006067369481121519,
5500,999277,999277,0.00011259359904590331,0.006077393955830065,0.00011259359904590331,0.006077393955830065,
6000,1000610,1000610,0.00011322431332604355,0.0060353184557419975,0.00011322431332604355,0.0060353184557419975,
6500,1000083,1000083,0.00011350850184709658,0.0060674963977989825,0.00011350850184709656,0.0060674963977989825,
7000,1000135,1000135,0.000114310976543835,0.0060831787708659334,0.000114310976543835,0.0060831787708659334,
7500,999801,999801,0.00011489031012584949,0.006146223098396581,0.0001148903101258495,0.006146223098396581,
25000,999869,999869,0.0002670345057553543,0.014635917305166977,0.0002670345057553543,0.014635917305166977,
25100,1000407,1000407,0.0002706536297476267,0.014496100087264483,0.0002706536297476267,0.014496100087264483,
25200,999565,999565,0.000273370620491819,0.014908485191058111,0.000273370620491819,0.014908485191058111,
25300,998877,998877,0.00027663340249890734,0.014938776245723947,0.00027663340249890734,0.014938776245723947,
25400,998672,998672,0.0002845467020509613,0.015306326801993047,0.0002845467020509613,0.015306326801993047,
25500,999451,999451,0.0002910067648842846,0.015816683359164183,0.0002910067648842846,0.015816683359164183,
25600,999071,999071,0.0002976531817625886,0.016092950350875965,0.0002976531817625886,0.016092950350875965,
25700,999697,999697,0.0003096823920974662,0.01656401889772601,0.00030968239209746624,0.01656401889772601,
25800,999587,999587,0.00031054823743517776,0.016811943332596363,0.0003105482374351778,0.016811943332596363,
25900,1002265,1002265,0.0003287981448543545,0.01756521478850404,0.00032879814485435447,0.01756521478850404,
26000,1000459,1000459,0.0003276727079248122,0.017825817949561153,0.0003276727079248122,0.017825817949561153,
26100,999719,999719,0.00033343208088140177,0.018324149085893134,0.00033343208088140177,0.018324149085893134,
26200,1001279,1001279,0.00034446562046573144,0.018598212885719164,0.00034446562046573144,0.018598212885719164,
26300,999617,999617,0.0003572954086182867,0.019618513890820186,0.0003572954086182867,0.019618513890820186,
26400,1000652,1000652,0.0003713590012382144,0.02008690333902296,0.0003713590012382144,0.02008690333902296,
26500,1000352,1000352,0.00037884877715630506,0.020467795336041712,0.00037884877715630506,0.020467795336041712,
26600,999538,999538,0.0003905828244779547,0.02138688073890137,0.0003905828244779547,0.02138688073890137,
26700,997909,997909,0.00040155856532351537,0.021749478158830115,0.0004015585653235153,0.021749478158830115,
26800,999459,999459,0.00042263596776526634,0.023056473552191734,0.00042263596776526634,0.023056473552191734,
26900,1000150,1000150,0.00044592736233912554,0.02429335599660051,0.00044592736233912554,0.02429335599660051,
27000,999210,999210,0.0004589226000936338,0.025062799611693238,0.00045892260009363386,0.025062799611693238,
27100,999161,999161,0.0004796684142592779,0.026218997739103106,0.00047966841425927797,0.026218997739103106,
27200,999775,999775,0.0005145797651462625,0.028481408316871296,0.0005145797651462625,0.028481408316871296,
27300,1001274,1001274,0.0005658872513285744,0.031193259787031323,0.0005658872513285745,0.031193259787031323,
27400,999869,999869,0.0005655446795520111,0.030781032315233294,0.000565544679552011,0.030781032315233294,
27500,999489,999489,0.0005921204147109902,0.032582649734014084,0.0005921204147109902,0.032582649734014084,
27600,999835,999835,0.0006443542337999075,0.035584871503798125,0.0006443542337999075,0.035584871503798125,
27700,1001807,1001807,0.0007510865090935765,0.042070977743218003,0.0007510865090935764,0.042070977743218003,
27800,1000735,1000735,0.0007566498698192959,0.04228591984891105,0.0007566498698192958,0.04228591984891105,
27900,999265,999265,0.0008704941727987475,0.04873281862168694,0.0008704941727987474,0.04873281862168694,
28000,999802,999802,0.0009781367725205724,0.055466982462527584,0.0009781367725205724,0.055466982462527584,
28100,1001114,1001114,0.001115072610961487,0.06339637643664957,0.001115072610961487,0.06339637643664957,
28200,999862,999862,0.0013465520089377514,0.07731666970041866,0.0013465520089377516,0.07731666970041866,
28300,1000380,1000380,0.0013195222700163075,0.07543333533257363,0.0013195222700163075,0.07543333533257363,
28400,1002204,1002204,0.0021714665660475295,0.13373125631109037,0.0021714665660475295,0.13373125631109037,
28500,999526,999526,0.002358346801504291,0.14425137515182196,0.002358346801504291,0.14425137515182196,
28600,1000665,1000665,0.0037458828233757732,0.2663878520783679,0.0037458828233757737,0.2663878520783679,
28610,999372,999372,0.0030401780638690517,0.2007810905248496,0.003040178063869052,0.2007810905248496,
28620,1000813,1000813,0.003640359812452656,0.24892462428046,0.003640359812452656,0.24892462428046,
28630,1000704,1000704,0.0038015877955214837,0.2637802986697365,0.0038015877955214833,0.2637802986697365,
28640,1000688,1000688,0.0044919434736475725,0.33356750555617737,0.004491943473647572,0.33356750555617737,
28650,1000465,1000465,0.003990341380315212,0.2676525415681708,0.003990341380315213,0.2676525415681708,
28660,999296,999296,0.004185782827207074,0.31001525073651853,0.004185782827207074,0.31001525073651853,
28670,998837,998837,0.004072220196665065,0.308075291564089,0.004072220196665065,0.308075291564089,
28680,1000507,1000507,0.003982585946452562,0.269745239163744,0.003982585946452562,0.269745239163744,
28690,998107,998107,0.004062317556503894,0.28784889796384555,0.004062317556503894,0.28784889796384555,
